450905-7,0B943B-14,7085CA-14,2AD75E-14,1A9B20-7,BAAF62-7,75A2B6-7,DF309F-7,0BF51C-7,B85D75-7,180E1A-7,82CCF5-7,3F05F3-7,40067F-21,0E1F8E-14,E9CFE0,F8FF1A,56E219,77DA77,22CBD6,4F2EAD,062CD8
chr5:168006701-168006710,92,83,192,45,102,89,206,129,53,97,238,94,117,89,177,264,30,54,60,83,122,53
chr5:168006751-168006760,74,75,164,37,105,103,207,116,51,99,233,111,102,87,171,277,35,66,71,78,123,66
chr5:168006801-168006810,72,80,154,36,109,98,199,121,45,103,221,115,116,88,168,278,34,63,84,78,128,51
chr5:169010651-169010660,26,28,61,12,33,39,65,44,14,51,70,47,43,22,61,74,12,16,39,27,48,19
chr5:169010701-169010710,26,26,74,13,35,30,76,46,12,49,74,54,49,18,64,74,14,19,49,30,58,16
chr5:169720451-169720460,19,18,35,2,17,21,20,11,8,32,23,30,21,17,28,41,7,16,15,14,25,7
chr5:169720501-169720510,22,22,33,3,13,23,21,15,8,28,24,34,20,14,35,40,6,13,17,16,26,10
chr5:171493951-171493960,5,9,27,4,13,5,44,31,5,17,54,10,14,2,29,42,3,6,12,11,14,7
chr5:172204651-172204660,25,23,44,7,28,17,38,26,11,17,65,42,29,12,43,41,15,11,21,19,36,21
chr5:172234351-172234360,26,35,54,9,12,21,26,18,16,29,46,40,20,26,29,29,12,21,25,35,38,14
chr5:172234401-172234410,17,37,55,9,13,22,28,14,9,28,46,41,21,17,27,33,13,21,21,30,32,14
chr5:173043701-173043710,53,48,107,22,68,67,163,73,46,73,134,64,85,37,124,165,25,54,52,30,64,26
chr5:173043751-173043760,49,50,101,26,74,66,170,86,43,72,141,68,93,38,125,195,19,55,58,35,65,28
chr5:173315151-173315160,58,92,133,20,71,54,139,90,36,90,188,87,78,40,149,205,31,55,67,60,108,49
chr5:173315201-173315210,63,96,163,22,66,59,144,93,42,88,214,109,98,53,152,253,32,57,79,83,139,62
chr5:173345151-173345160,24,22,30,8,45,16,96,50,12,31,68,25,51,16,73,86,7,11,21,13,25,19
chr5:173345201-173345210,17,24,24,7,37,17,92,50,12,27,56,26,39,17,76,72,6,10,17,11,30,10
chr5:175395251-175395260,21,15,54,14,34,36,92,36,10,44,38,42,37,18,67,82,12,28,25,29,37,16
chr5:175395301-175395310,29,31,85,14,35,35,92,41,15,38,59,52,44,25,65,82,21,26,28,37,49,23
chr5:175788851-175788860,23,36,79,12,38,32,82,41,18,47,76,54,42,22,61,75,12,28,30,35,63,23
chr5:175843651-175843660,29,37,71,18,24,28,57,37,19,31,67,45,41,25,45,44,14,28,35,29,60,28
chr5:176778901-176778910,29,29,47,11,27,22,55,45,11,33,87,50,29,24,57,61,8,31,27,31,38,19
chr5:176778951-176778960,20,30,59,9,19,26,51,43,13,35,69,39,25,16,51,53,16,31,22,26,40,16
chr5:177580951-177580960,26,25,81,12,30,34,60,43,17,49,82,51,47,29,57,54,18,37,28,39,69,33
chr5:177581001-177581010,28,28,86,12,26,36,53,29,19,50,65,47,51,30,43,64,16,33,26,36,53,32
chr5:177910851-177910860,20,12,22,5,13,18,30,19,2,14,36,17,16,5,18,18,3,7,8,17,17,10
chr5:178012651-178012660,81,20,16,7,29,86,45,15,59,58,23,12,18,47,68,42,10,33,9,18,39,9
chr5:178012701-178012710,79,33,29,7,33,98,58,17,48,62,49,40,24,49,97,54,11,32,12,47,64,15
chr5:178157701-178157710,41,32,70,25,39,35,103,59,12,43,94,55,50,29,58,90,23,36,37,36,61,30
chr5:178157751-178157760,43,36,88,19,43,38,87,60,12,52,105,68,53,34,66,97,22,29,50,51,68,35
chr5:178450751-178450760,20,24,66,10,28,15,71,37,17,34,88,46,47,20,54,66,10,12,21,25,35,17
chr5:178450801-178450810,21,28,51,13,30,20,58,38,17,35,73,40,40,17,50,64,12,16,22,21,30,14
chr5:178986601-178986610,22,21,62,9,21,26,51,21,13,25,64,49,26,16,44,44,11,21,16,30,34,16
chr5:178986651-178986660,26,24,65,9,19,29,46,22,13,21,59,48,30,17,41,45,12,20,20,22,30,20
chr5:179159651-179159660,50,58,150,25,49,54,98,64,35,79,142,93,58,51,88,97,30,42,54,52,94,43
chr5:179159701-179159710,50,64,149,25,48,56,99,63,42,75,140,94,62,55,102,110,29,41,52,52,95,46
chr5:179159751-179159760,49,53,143,24,49,53,91,56,39,68,131,94,58,53,86,106,22,45,36,55,97,40
chr5:179921301-179921310,43,48,106,16,40,37,84,49,21,52,128,75,67,39,88,78,21,33,51,41,68,30
chr6:2245901-2245910,75,61,103,29,65,61,130,77,27,73,141,83,108,40,115,198,36,50,57,56,85,35
chr6:3054051-3054060,19,21,61,8,16,23,35,20,14,27,58,43,21,21,29,43,11,22,26,34,34,14
chr6:3064051-3064060,40,28,58,17,30,35,72,52,30,38,65,34,45,18,61,95,10,22,27,18,42,21
chr6:3069151-3069160,43,31,90,23,48,51,118,70,26,62,126,65,65,39,99,115,23,42,45,34,66,25
chr6:3118851-3118860,52,46,77,24,50,64,108,67,26,67,128,71,65,50,96,107,32,43,56,51,77,41
chr6:3118901-3118910,45,57,112,25,49,64,118,63,34,78,115,69,65,34,103,115,27,40,53,57,90,43
chr6:4018901-4018910,36,33,65,11,26,25,114,44,25,49,107,55,58,28,77,85,22,37,40,39,62,32
chr6:4018951-4018960,39,32,69,11,28,26,104,43,22,52,90,52,47,23,78,73,21,30,48,49,50,25
chr6:4019001-4019010,34,41,67,9,30,24,103,48,24,40,83,48,61,27,78,72,24,32,52,47,60,21
chr6:4408201-4408210,17,2,10,3,6,4,9,7,3,6,9,8,9,9,16,15,1,5,1,2,7,5
chr6:5003951-5003960,92,100,168,50,94,111,183,131,57,121,283,138,138,72,226,286,42,64,90,77,144,62
chr6:5004001-5004010,87,101,172,55,98,113,182,136,58,118,278,130,135,83,220,275,39,65,84,82,132,66
chr6:5004051-5004060,76,96,126,46,100,94,196,152,43,119,226,119,138,76,214,264,37,64,66,59,105,55
chr6:7141401-7141410,27,38,58,17,31,48,66,48,23,34,85,58,54,17,64,73,12,24,23,14,64,13
chr6:7141451-7141460,29,32,50,10,23,36,47,38,13,39,77,42,42,18,50,51,14,21,29,14,47,8
chr6:7313451-7313460,51,42,81,13,40,42,99,58,25,68,101,53,69,33,80,119,30,35,20,33,58,24
chr6:7389951-7389960,39,49,83,27,59,65,159,88,26,72,114,59,80,37,125,178,21,30,44,46,57,26
chr6:7590401-7590410,27,23,79,14,25,36,70,46,12,38,92,49,41,15,57,62,10,27,33,42,63,20
chr6:7590451-7590460,31,21,64,15,29,36,79,34,13,32,88,45,46,18,62,76,10,25,25,19,50,16
chr6:8064701-8064710,40,59,97,19,64,57,143,81,20,62,163,70,87,44,115,167,25,40,44,45,79,30
chr6:8064751-8064760,37,66,86,25,63,57,137,70,20,61,144,72,82,37,106,171,16,34,43,39,64,25
chr6:8102801-8102810,37,56,70,15,53,45,131,73,26,57,155,56,69,25,95,153,17,33,49,42,64,27
chr6:8102851-8102860,39,51,76,13,47,47,115,77,24,56,159,54,73,29,92,132,16,31,48,50,59,30
chr6:8435701-8435710,31,46,77,21,57,50,139,87,19,53,169,59,110,41,116,188,14,28,49,39,64,30
chr6:8435751-8435760,31,68,80,28,65,53,142,89,21,61,183,56,112,36,114,170,21,32,57,41,67,40
chr6:8435801-8435810,36,61,81,29,66,44,133,83,22,64,171,63,102,36,100,167,24,33,50,50,77,38
chr6:10694851-10694860,35,48,73,20,51,42,127,82,21,62,120,54,71,34,109,157,18,34,34,37,68,30
chr6:10694901-10694910,40,60,84,25,53,52,145,93,19,69,135,81,77,39,113,164,17,30,41,35,65,27
chr6:10720651-10720660,9,12,18,10,23,24,65,34,11,27,39,16,39,13,41,67,9,11,18,14,20,7
chr6:10747901-10747910,39,52,75,24,52,45,123,74,17,72,137,62,72,40,70,159,24,38,39,44,62,27
chr6:10747951-10747960,37,65,83,22,54,51,114,85,19,77,156,89,72,38,79,166,30,36,58,60,86,33
chr6:10748001-10748010,32,58,88,17,48,41,104,73,16,72,127,76,76,35,70,157,21,36,45,50,79,31
chr6:10801651-10801660,5,10,16,4,6,12,22,14,10,11,24,15,13,4,20,21,6,6,4,11,12,9
chr6:10838801-10838810,31,35,57,9,26,46,70,47,19,37,77,35,48,15,91,94,9,23,21,15,51,25
chr6:11094001-11094010,75,60,108,38,83,103,223,127,57,102,188,84,120,39,178,249,27,64,42,59,82,23
chr6:11232851-11232860,30,49,77,31,66,61,204,130,29,69,150,61,90,38,147,249,23,30,36,41,53,26
chr6:11232901-11232910,38,56,92,29,63,61,207,104,30,82,178,79,94,44,142,245,23,40,45,50,69,31
chr6:11232951-11232960,48,60,104,26,59,61,190,101,36,81,181,70,96,39,131,233,23,34,51,45,79,29
chr6:11382501-11382510,21,27,33,15,40,33,103,49,11,44,69,45,42,20,69,119,11,14,17,15,44,13
chr6:11382551-11382560,24,36,38,9,33,31,114,46,13,42,94,43,42,26,75,111,10,12,16,20,35,18
chr6:11496651-11496660,16,11,23,6,10,14,31,27,8,12,37,15,18,8,37,39,13,6,19,13,18,8
chr6:12052251-12052260,7,17,23,4,16,5,43,23,6,12,54,19,24,2,36,27,4,5,12,12,23,3
chr6:12061201-12061210,17,23,29,7,14,14,42,30,5,18,28,33,22,4,27,33,3,10,10,13,17,7
chr6:12061251-12061260,14,17,19,8,16,14,36,34,5,15,29,28,27,3,36,30,4,13,10,11,15,11
chr6:13143001-13143010,7,11,9,4,0,3,15,3,1,2,12,26,2,4,8,12,0,3,30,30,22,31
chr6:13615501-13615510,33,45,97,10,46,49,98,55,26,73,142,82,46,36,80,132,24,41,54,58,90,29
chr6:14117901-14117910,32,41,91,11,24,41,62,26,18,48,88,65,33,27,55,58,10,32,45,37,65,25
chr6:15691651-15691660,9,20,28,5,9,22,35,26,5,17,47,28,27,9,20,25,6,10,17,19,33,7
chr6:15691701-15691710,10,15,23,6,14,18,33,31,7,14,42,18,30,7,28,30,11,11,10,11,31,4
chr6:16131301-16131310,21,31,33,11,23,16,63,33,13,24,69,22,30,18,46,46,14,15,19,26,39,18
chr6:16131351-16131360,21,32,37,14,20,28,69,38,12,36,77,33,36,21,44,64,14,19,24,24,49,21
chr6:16323051-16323060,20,18,41,4,21,29,67,36,10,30,73,24,43,12,62,86,4,11,19,18,23,7
chr6:16323101-16323110,17,20,42,6,21,27,77,31,11,24,63,24,37,12,64,84,4,11,23,15,28,13
chr6:16323151-16323160,23,18,40,12,28,24,81,38,14,25,69,23,38,14,70,80,4,12,28,13,36,13
chr6:18122951-18122960,27,31,53,10,46,30,59,38,14,27,67,44,42,26,68,98,14,17,22,27,48,25
chr6:20320301-20320310,28,40,63,17,66,36,129,81,24,42,118,42,77,37,93,145,14,19,29,20,45,22
chr6:20320351-20320360,26,37,56,15,61,30,110,74,23,47,110,48,76,30,92,134,14,19,28,27,45,25
chr6:20401901-20401910,85,79,148,36,101,91,229,124,41,110,260,112,125,66,187,294,33,58,74,86,150,58
chr6:20401951-20401960,83,80,161,34,103,97,247,123,40,115,272,109,128,65,203,298,36,61,83,98,135,61
chr6:20534701-20534710,13,14,34,6,17,12,37,27,5,13,36,16,23,11,30,43,5,13,11,15,28,12
chr6:24667151-24667160,35,31,59,15,39,33,94,61,28,43,82,44,46,19,64,130,12,25,38,32,65,31
chr6:25992851-25992860,34,37,86,12,29,49,85,49,27,56,83,43,60,42,92,97,29,42,28,33,36,20
chr6:26195701-26195710,12,23,50,4,12,17,29,16,8,15,51,33,19,8,20,47,7,14,20,20,33,13
chr6:26273151-26273160,23,30,82,12,37,43,71,34,11,38,93,65,40,31,71,73,16,27,46,43,61,23
chr6:26383301-26383310,19,31,38,9,17,32,55,33,14,32,41,37,29,16,49,66,17,17,16,18,32,19
chr6:26383351-26383360,12,18,28,7,19,25,41,30,13,24,33,24,20,13,34,61,15,12,13,10,21,14
chr6:26402451-26402460,16,12,23,5,16,20,51,27,10,23,39,21,17,13,30,32,6,15,11,18,20,15
chr6:26440651-26440660,12,12,32,3,11,14,37,20,4,19,40,24,20,12,45,31,4,11,12,13,22,10
chr6:26458101-26458110,24,23,56,8,29,24,61,37,4,35,37,27,31,16,47,61,8,20,17,19,38,15
chr6:26458151-26458160,22,19,41,7,27,26,70,47,8,35,37,23,32,19,49,59,14,30,17,14,30,13
chr6:26659951-26659960,20,30,37,8,33,33,57,50,9,42,55,19,40,24,47,67,10,29,23,25,32,9
chr6:26660001-26660010,22,23,56,8,34,30,55,41,12,40,59,33,38,25,53,69,12,23,20,33,31,13
chr6:26924601-26924610,1,0,0,3,16,8,29,8,0,8,3,0,16,5,23,35,2,3,1,0,0,0
chr6:26924651-26924660,4,0,0,5,17,11,33,8,0,9,2,0,16,8,25,37,4,3,1,0,0,0
chr6:26924701-26924710,4,1,0,6,17,10,34,11,1,9,1,0,17,8,25,38,3,3,1,0,0,0
chr6:27775851-27775860,33,23,53,8,31,18,51,29,6,50,69,37,39,31,79,59,13,25,33,37,52,15
chr6:27775901-27775910,31,19,55,10,34,20,65,29,4,45,71,34,43,33,70,57,15,20,36,38,44,14
chr6:27782651-27782660,16,16,50,10,19,25,36,29,8,44,72,37,44,23,54,51,9,16,19,26,35,12
chr6:28109601-28109610,16,15,15,9,20,15,51,27,8,27,41,16,22,15,34,37,8,10,16,16,25,3
chr6:28234851-28234860,13,15,35,4,10,25,55,22,5,19,66,30,26,13,48,44,6,12,16,11,21,14
chr6:28234901-28234910,18,13,30,6,11,29,58,30,3,20,69,34,34,19,58,51,5,11,13,14,23,11
chr6:28274351-28274360,16,15,6,8,13,2,35,17,4,3,14,30,14,12,15,19,7,3,29,37,31,27
chr6:28317701-28317710,14,12,20,3,15,10,50,20,7,21,32,12,18,10,40,36,6,12,12,11,19,5
chr6:28367551-28367560,14,12,28,11,21,11,40,36,14,18,36,21,27,10,41,40,13,9,14,8,18,6
chr6:28367601-28367610,18,16,30,7,26,14,42,30,14,21,34,23,26,12,37,42,8,3,15,11,23,8
chr6:28834351-28834360,13,16,21,7,23,19,41,39,6,12,41,19,33,13,39,45,6,10,16,11,13,6
chr6:28834401-28834410,12,16,23,7,27,19,50,38,6,14,31,20,30,15,40,47,9,10,16,8,12,6
chr6:28834451-28834460,13,16,25,8,29,19,51,41,6,18,29,21,35,16,42,45,8,11,17,10,11,6
chr6:28834501-28834510,12,19,24,8,29,17,44,38,6,17,27,20,29,14,42,44,8,9,15,11,15,3
chr6:29617851-29617860,23,22,61,9,27,26,59,37,13,42,91,51,35,27,52,55,24,21,34,36,39,17
chr6:29910251-29910260,36,39,84,17,28,37,62,35,19,34,80,66,44,25,47,79,18,37,29,38,47,12
chr6:30539101-30539110,28,27,71,10,30,19,52,34,11,32,83,50,31,18,55,33,16,27,37,31,41,15
chr6:30539151-30539160,23,27,88,12,25,21,48,30,10,34,73,54,31,28,57,44,13,29,29,37,58,19
chr6:30685251-30685260,43,46,115,21,31,56,78,57,22,64,123,90,46,55,78,78,30,53,63,48,91,33
chr6:30685301-30685310,40,57,119,21,27,61,68,60,20,67,121,94,59,58,76,82,35,51,59,45,95,30
chr6:30688001-30688010,26,33,64,6,20,30,39,18,16,43,64,70,26,18,48,37,8,18,36,31,61,21
chr6:30875901-30875910,16,18,61,12,27,20,39,20,16,26,54,41,31,20,37,31,11,33,28,23,36,16
chr6:31459851-31459860,6,12,21,2,10,7,19,14,3,12,31,20,17,7,13,19,3,5,14,5,16,2
chr6:31707651-31707660,26,24,76,4,26,35,49,27,19,36,67,53,25,23,47,54,17,19,34,43,58,21
chr6:31774701-31774710,18,22,56,6,20,20,45,15,13,24,54,38,19,12,44,32,14,13,31,21,50,20
chr6:31926851-31926860,33,33,80,12,25,26,53,38,16,32,79,74,33,25,59,57,20,31,47,37,62,24
chr6:31926901-31926910,29,31,74,12,28,23,53,35,15,29,77,63,34,16,56,46,22,33,31,41,57,25
chr6:32096101-32096110,24,38,72,14,27,42,79,29,23,50,92,60,36,33,64,59,24,26,39,37,52,28
chr6:32096151-32096160,27,40,97,9,28,40,61,26,19,46,84,59,38,35,61,62,27,31,47,52,61,30
chr6:32806601-32806610,23,30,60,12,28,30,37,44,21,42,62,51,39,30,53,50,13,24,29,30,42,14
chr6:32862501-32862510,18,21,62,18,22,28,46,35,11,23,37,43,27,23,34,33,12,26,31,19,34,19
chr6:32920951-32920960,28,24,40,10,18,24,45,24,16,47,33,46,25,18,41,37,11,34,16,41,43,11
chr6:32921001-32921010,26,30,46,13,21,20,50,28,16,39,40,54,18,18,35,38,12,35,15,35,55,17
chr6:33422251-33422260,39,40,70,8,25,30,61,34,16,37,68,51,28,25,46,45,18,39,29,31,51,26
chr6:33422301-33422310,33,39,90,10,22,35,67,28,18,35,74,60,29,20,50,47,20,39,25,45,61,24
chr6:34191901-34191910,40,34,78,12,30,30,49,31,17,39,65,76,34,35,43,27,9,31,44,37,59,18
chr6:34191951-34191960,37,27,64,12,27,29,43,29,11,35,56,69,36,30,37,29,10,23,37,28,50,20
chr6:34216951-34216960,36,52,85,9,25,47,59,52,32,55,73,60,34,38,60,71,29,37,44,44,62,39
chr6:34495051-34495060,24,25,67,8,13,25,39,22,11,36,87,46,26,25,27,29,16,22,39,38,63,21
chr6:34639801-34639810,14,25,36,4,9,17,36,11,5,19,59,33,15,15,29,33,5,17,18,14,23,9
chr6:34639851-34639860,13,25,34,2,9,14,36,12,4,16,38,22,19,15,31,29,5,18,14,13,19,11
chr6:34725201-34725210,10,23,61,7,20,21,40,28,12,22,50,36,25,15,32,41,13,29,32,27,55,16
chr6:35310201-35310210,16,31,71,15,19,26,46,26,22,34,56,49,26,22,35,51,9,38,38,32,51,16
chr6:36391151-36391160,17,29,70,7,23,22,45,26,12,29,72,46,27,20,50,60,11,14,26,23,45,21
chr6:36391201-36391210,16,26,73,10,20,23,36,23,12,30,70,49,30,18,48,50,8,14,27,27,42,18
chr6:36853651-36853660,16,31,74,8,24,26,56,35,11,34,72,51,28,20,42,36,12,28,31,28,56,15
chr6:37151251-37151260,19,26,29,11,10,28,22,12,12,21,42,25,16,12,27,31,4,16,16,18,26,15
chr6:37225451-37225460,13,20,46,5,22,21,77,42,10,39,59,48,37,20,42,60,15,13,23,23,32,23
chr6:37225501-37225510,18,29,58,10,24,23,88,47,15,45,65,49,38,17,56,76,17,17,24,29,41,22
chr6:37400951-37400960,33,29,81,14,31,15,76,28,17,47,70,54,43,38,53,67,10,29,37,37,58,20
chr6:37401001-37401010,30,30,86,13,34,20,74,28,16,42,74,58,49,38,50,68,17,32,42,42,58,20
chr6:37467751-37467760,15,21,54,5,24,16,52,21,19,30,49,36,29,30,46,41,10,15,37,28,44,24
chr6:38670901-38670910,37,33,68,19,56,45,135,63,27,51,90,50,54,32,85,121,22,34,27,31,62,15
chr6:38670951-38670960,43,43,102,18,61,54,134,73,29,51,121,63,56,35,101,131,29,32,41,48,64,19
chr6:38671001-38671010,46,43,99,17,59,54,115,74,30,48,131,83,51,38,99,122,22,42,46,57,71,28
chr6:39082851-39082860,54,47,85,16,47,48,101,43,32,39,98,55,73,46,63,108,27,33,29,40,49,27
chr6:42185601-42185610,6,18,34,8,16,18,37,19,10,15,38,29,24,8,28,26,4,12,26,18,25,17
chr6:42185651-42185660,8,17,35,4,14,14,41,20,6,12,31,17,18,10,29,22,5,12,27,11,32,8
chr6:42531651-42531660,17,25,41,10,30,28,65,33,24,39,57,54,33,25,46,55,17,23,34,38,49,22
chr6:42858601-42858610,15,25,45,12,21,21,48,24,11,22,37,43,32,13,35,44,8,12,31,19,32,7
chr6:42869401-42869410,8,4,20,5,8,10,13,5,4,8,11,17,6,4,18,12,6,9,8,13,23,9
chr6:42952151-42952160,41,41,77,9,31,43,93,40,18,55,103,65,49,34,71,84,18,37,44,43,63,32
chr6:42981801-42981810,43,56,100,16,48,38,101,66,24,52,97,67,56,40,78,80,21,33,57,58,91,38
chr6:43445251-43445260,20,21,56,9,8,15,45,18,13,17,54,20,35,13,29,30,12,18,23,32,49,15
chr6:43445301-43445310,19,27,54,11,13,20,40,27,13,19,64,26,31,17,32,43,13,19,24,24,51,14
chr6:44281101-44281110,15,26,31,4,18,15,53,14,10,21,29,30,22,14,36,38,9,9,27,10,32,11
chr6:44721251-44721260,2,11,11,1,3,4,3,2,2,0,19,11,5,6,6,0,4,3,8,14,17,7
chr6:44721301-44721310,5,11,11,1,3,6,7,3,3,2,20,11,6,11,8,0,6,4,8,14,18,7
chr6:44721351-44721360,5,11,10,1,2,6,7,3,3,2,20,11,6,11,8,0,6,4,8,14,18,7
chr6:44721401-44721410,5,11,10,1,1,6,7,3,3,2,20,11,5,11,6,0,6,4,8,14,18,6
chr6:44721451-44721460,5,10,9,1,1,6,6,3,3,2,18,10,3,10,4,0,4,4,7,12,17,6
chr6:46097701-46097710,52,48,84,17,48,51,140,85,11,39,118,65,82,37,82,154,19,24,51,44,69,28
chr6:47210401-47210410,26,27,45,8,18,26,43,34,13,22,51,35,46,14,72,76,10,13,16,29,26,19
chr6:49430951-49430960,33,41,78,16,61,43,131,65,29,50,167,60,92,27,107,147,17,40,50,32,60,21
chr6:49431001-49431010,36,47,102,17,66,57,131,78,24,70,191,80,84,29,107,147,20,33,54,38,85,23
chr6:49431051-49431060,32,42,88,15,45,46,106,64,23,58,157,56,70,25,96,121,18,23,39,34,73,20
chr6:52149651-52149660,58,84,111,32,101,58,237,142,31,102,226,74,121,42,200,300,25,60,75,67,125,49
chr6:52149701-52149710,56,76,115,28,94,64,242,130,32,99,219,82,111,39,184,290,31,49,71,74,121,46
chr6:52149751-52149760,67,77,119,28,95,77,235,129,33,109,257,114,115,42,195,320,29,52,75,88,116,49
chr6:52149801-52149810,68,69,106,23,91,70,234,130,42,99,234,90,107,40,182,276,20,54,62,73,105,47
chr6:52255351-52255360,7,24,31,12,43,17,98,41,19,37,81,33,38,12,62,75,8,8,14,19,19,15
chr6:52285001-52285010,31,52,110,21,54,41,146,68,29,64,147,76,78,38,125,152,16,37,52,51,86,22
chr6:52285051-52285060,28,60,108,27,57,42,162,69,22,65,157,80,96,32,121,154,22,29,56,57,81,23
chr6:52517001-52517010,21,14,21,3,21,17,42,31,12,12,45,16,19,18,39,45,7,13,15,16,19,9
chr6:52517051-52517060,15,19,18,6,16,18,40,26,13,11,27,17,22,16,42,40,7,13,12,10,19,8
chr6:52535901-52535910,21,20,33,9,30,28,100,46,14,34,60,16,41,17,52,89,10,17,18,18,38,17
chr6:52860151-52860160,65,41,75,41,73,57,172,98,32,81,166,72,109,50,142,183,28,39,65,56,78,39
chr6:52860201-52860210,56,44,77,42,71,69,173,94,32,86,174,72,105,43,138,200,32,45,57,50,80,27
chr6:52860251-52860260,43,41,69,37,71,58,172,86,33,86,140,55,114,34,119,204,31,39,49,30,61,20
chr6:52860301-52860310,43,39,69,36,71,58,171,85,33,85,138,55,114,34,120,204,31,39,49,29,60,19
chr6:52860351-52860360,44,44,72,35,72,60,171,87,34,85,141,53,119,36,125,204,31,40,46,31,61,20
chr6:52860401-52860410,48,46,87,35,75,66,175,87,37,84,154,59,123,35,123,201,27,42,49,33,73,20
chr6:52926651-52926660,24,22,46,8,39,28,95,44,12,28,85,31,45,14,73,116,7,15,18,21,38,14
chr6:52926701-52926710,29,23,46,6,44,37,105,50,15,32,88,44,50,16,78,131,12,20,27,28,44,16
chr6:53036851-53036860,19,32,52,10,16,28,32,29,15,24,75,43,29,9,35,44,14,9,24,20,37,13
chr6:53224251-53224260,43,55,96,23,73,42,175,82,27,64,147,67,71,29,97,169,16,31,55,56,79,30
chr6:53412851-53412860,40,36,77,20,56,64,145,62,24,67,160,64,60,36,108,184,23,25,35,59,79,38
chr6:53412901-53412910,35,51,111,16,69,63,127,69,28,81,199,76,74,42,103,178,19,28,42,59,101,39
chr6:53412951-53412960,37,55,109,17,69,66,118,70,32,81,192,71,67,47,103,169,19,31,48,51,81,33
chr6:56407651-56407660,41,24,27,14,49,26,73,51,23,37,80,29,58,23,89,124,17,19,30,25,44,20
chr6:56954801-56954810,40,68,85,19,86,58,208,119,32,75,203,84,107,58,153,252,27,45,62,57,82,45
chr6:56954851-56954860,48,69,93,10,97,60,228,130,37,106,211,86,124,60,178,274,27,52,61,59,96,53
chr6:56954901-56954910,42,68,92,18,89,55,237,134,36,114,206,91,113,52,162,254,31,48,65,57,84,41
chr6:56954951-56954960,45,66,86,14,79,48,251,126,36,108,206,84,114,47,167,257,29,47,69,52,66,40
chr6:58287701-58287710,38,47,71,18,70,52,131,81,21,63,187,63,84,39,106,165,15,27,47,47,66,18
chr6:58287751-58287760,31,64,71,22,72,44,151,85,25,65,205,64,84,31,113,181,19,39,50,53,79,21
chr6:58287801-58287810,31,43,67,19,63,33,123,69,16,43,169,59,75,23,80,149,21,32,29,37,60,24
chr6:58605601-58605610,5,9,9,5,3,2,4,2,5,6,9,9,1,2,5,7,2,4,11,16,13,10
chr6:58605651-58605660,7,9,10,6,3,2,5,2,4,7,10,9,2,3,12,7,2,4,12,16,13,10
chr6:58605701-58605710,9,9,10,6,3,2,7,3,5,7,10,10,3,4,12,7,2,4,12,16,13,11
chr6:58605751-58605760,9,9,10,6,3,2,7,3,4,7,10,9,3,4,12,7,2,3,12,16,13,11
chr6:58605801-58605810,8,8,8,6,3,2,7,3,4,7,10,9,3,4,12,7,2,3,11,14,12,11
chr6:58774501-58774510,60,119,162,33,52,104,64,39,39,110,150,90,94,35,74,89,23,27,102,115,131,92
chr6:58774551-58774560,97,149,212,50,91,148,95,70,53,160,205,117,149,44,128,149,40,43,137,173,178,125
chr6:61911401-61911410,43,11,7,20,25,35,38,29,34,48,8,9,54,18,58,65,13,21,12,7,20,8
chr6:61911451-61911460,54,12,11,20,30,41,42,33,35,57,8,14,68,28,79,82,14,23,14,13,20,11
chr6:61911501-61911510,46,13,11,17,30,31,36,30,29,49,7,10,65,26,59,63,11,20,10,9,19,9
chr6:61911551-61911560,35,14,17,15,21,29,27,20,23,43,7,6,55,20,48,46,11,18,12,10,21,9
chr6:61913451-61913460,137,18,16,65,63,107,88,67,74,137,41,23,118,59,134,109,36,49,23,24,24,14
chr6:61914201-61914210,104,26,17,54,56,89,92,65,69,119,28,18,118,43,125,90,28,41,25,17,32,11
chr6:61914251-61914260,127,28,20,66,82,108,127,91,83,130,34,25,164,45,168,133,32,53,34,32,36,16
chr6:61914301-61914310,132,45,60,82,118,141,171,119,90,160,69,65,217,58,231,232,40,67,64,76,64,47
chr6:61914351-61914360,81,15,17,45,76,82,113,74,69,96,12,16,125,48,172,159,26,46,23,20,20,16
chr6:62996151-62996160,30,42,35,16,29,34,65,41,16,46,67,42,51,30,54,96,16,27,36,41,57,18
chr6:62996201-62996210,27,36,34,19,27,27,71,47,18,45,71,33,50,29,61,79,14,34,32,33,47,23
chr6:64308601-64308610,16,17,20,7,24,18,79,38,10,19,46,25,42,10,69,62,8,13,15,19,23,5
chr6:64308651-64308660,10,22,28,6,24,25,74,32,12,23,57,34,43,14,63,56,9,15,14,28,24,9
chr6:70506901-70506910,91,119,193,36,106,135,313,168,59,141,407,146,177,80,212,374,42,75,93,88,147,70
chr6:70506951-70506960,98,130,187,40,110,127,311,175,63,140,384,163,182,87,216,376,40,85,89,83,157,87
chr6:71079251-71079260,11,17,18,10,13,11,28,27,14,10,36,18,21,8,29,33,4,4,16,19,21,7
chr6:71276601-71276610,40,46,97,19,75,56,157,83,27,58,180,68,79,30,127,173,20,35,49,60,60,40
chr6:71276651-71276660,42,43,87,18,78,61,152,88,23,57,158,61,78,33,119,168,17,31,46,47,49,33
chr6:71377501-71377510,52,60,93,21,86,58,185,96,36,76,174,66,104,47,138,187,24,49,49,53,79,23
chr6:73122051-73122060,20,26,47,12,22,28,41,30,13,18,100,48,34,19,41,48,12,25,25,23,40,18
