450905-0,0B943B-0,7085CA-0,2AD75E-0,1A9B20-0,BAAF62-0,75A2B6-0,DF309F-0,0BF51C-0,B85D75-0,180E1A-0,82CCF5-0,3F05F3-0,40067F-0,0E1F8E-0,E9CFE0,F8FF1A,56E219,77DA77,22CBD6,4F2EAD,062CD8
chr7:44163201-44163210,53,46,37,19,89,41,86,70,16,28,94,37,49,37,49,94,20,28,53,37,64,28
chr7:44163251-44163260,49,32,32,20,80,29,92,76,15,35,87,40,44,33,60,96,20,22,55,37,54,36
chr7:44240501-44240510,37,40,25,11,50,18,74,41,5,25,68,31,24,23,38,64,10,14,37,31,53,20
chr7:44240551-44240560,31,45,29,18,56,14,71,40,6,25,70,23,27,22,45,68,9,15,31,29,52,19
chr7:44240601-44240610,36,37,25,16,44,16,56,31,7,19,51,23,23,23,34,52,10,19,28,21,42,16
chr7:45026251-45026260,68,62,28,11,79,34,70,75,25,33,111,30,27,44,58,114,14,41,37,34,68,23
chr7:45026301-45026310,67,58,31,12,73,33,56,70,22,35,106,27,29,58,56,116,17,37,36,40,58,19
chr7:45808551-45808560,42,26,35,8,50,30,39,51,10,26,88,37,30,40,35,77,14,32,29,34,47,35
chr7:45808601-45808610,65,47,52,14,76,40,69,81,24,30,131,45,45,51,57,131,24,47,35,46,72,39
chr7:45808651-45808660,55,40,33,12,68,32,56,80,20,25,84,41,36,41,47,114,22,34,29,40,50,33
chr7:45808701-45808710,40,60,40,13,78,31,52,63,27,23,108,37,30,37,56,103,23,37,39,40,56,30
chr7:48019151-48019160,67,43,28,30,83,30,89,112,21,33,112,32,39,47,75,153,11,35,41,31,56,31
chr7:48019201-48019210,67,51,37,31,83,32,86,113,17,35,105,27,46,47,67,145,12,34,39,28,57,32
chr7:48031501-48031510,31,25,20,17,49,22,62,43,11,22,59,17,31,29,33,69,11,15,28,20,26,16
chr7:48031551-48031560,37,27,22,19,71,27,68,64,14,30,54,19,36,33,40,93,10,20,25,24,29,19
chr7:48031601-48031610,24,26,20,17,74,20,69,67,16,25,56,21,28,24,39,97,9,20,24,25,32,13
chr7:48031651-48031660,21,20,18,14,67,18,70,63,16,22,44,17,28,20,33,87,10,15,19,21,33,10
chr7:48075051-48075060,52,22,39,23,122,36,87,90,12,32,82,19,41,40,67,180,21,30,31,44,50,19
chr7:48075101-48075110,50,23,31,15,112,41,77,76,15,31,64,14,35,28,55,156,18,27,22,26,35,17
chr7:50428351-50428360,29,18,22,17,56,14,74,60,15,17,74,13,17,15,25,96,15,11,27,16,23,16
chr7:50428401-50428410,23,19,14,15,62,17,75,66,14,14,74,14,17,16,28,91,13,11,23,15,35,15
chr7:50518101-50518110,36,34,29,23,62,25,72,66,14,31,71,24,32,33,49,101,12,13,23,18,41,19
chr7:50807951-50807960,27,28,20,11,94,18,87,78,7,36,86,25,20,28,38,92,5,6,14,31,42,9
chr7:50808001-50808010,22,22,16,11,61,10,72,52,6,24,84,19,19,20,40,74,5,7,13,21,27,8
chr7:54826951-54826960,87,62,43,30,117,41,121,77,14,34,123,43,43,40,69,168,28,33,44,46,72,37
chr7:55955201-55955210,41,19,22,12,47,25,55,29,9,34,55,17,21,27,24,70,7,20,21,28,40,16
chr7:55955251-55955260,39,24,17,12,45,25,56,30,12,39,52,21,26,25,24,64,6,26,17,27,44,14
chr7:56019551-56019560,51,51,32,19,90,33,92,77,23,34,96,29,32,38,68,141,19,19,31,36,53,27
chr7:56019601-56019610,45,39,24,23,85,31,81,80,19,26,91,34,31,37,53,135,16,17,26,34,45,17
chr7:56101901-56101910,31,17,9,10,41,14,52,40,7,18,36,12,22,17,32,66,2,13,8,20,22,13
chr7:56119351-56119360,70,30,27,15,80,24,97,85,21,28,73,36,42,43,53,146,23,34,34,49,58,23
chr7:56119401-56119410,66,30,36,15,77,25,105,83,26,25,78,40,48,44,56,162,23,30,42,45,62,26
chr7:56131951-56131960,42,34,17,16,45,25,73,57,17,28,64,9,30,27,40,73,15,17,26,34,51,21
chr7:56132001-56132010,45,37,21,21,63,32,74,64,20,20,61,14,29,29,43,90,19,25,27,35,40,19
chr7:56174201-56174210,66,62,45,27,107,40,107,88,17,42,103,39,41,46,62,135,14,38,43,41,69,30
chr7:56174251-56174260,61,68,47,15,114,55,109,103,20,45,123,45,38,48,71,157,12,45,43,36,62,33
chr7:56174301-56174310,58,64,42,18,108,47,103,86,22,42,128,43,33,44,71,150,19,35,42,33,62,21
chr7:56439001-56439010,12,5,3,8,17,2,10,3,0,6,4,3,4,11,19,11,4,8,1,1,2,1
chr7:56439051-56439060,15,5,3,8,17,2,10,4,0,6,4,3,4,11,19,11,5,8,1,1,2,1
chr7:56439101-56439110,15,4,3,8,17,2,9,4,0,7,4,3,3,10,18,10,5,8,1,1,2,1
chr7:57941101-57941110,46,46,28,23,20,17,34,16,29,26,26,25,28,16,24,43,12,12,21,32,34,31
chr7:57962051-57962060,63,29,36,24,25,18,41,25,26,27,28,28,36,24,33,42,24,11,18,27,25,22
chr7:57963601-57963610,46,6,6,15,19,3,25,11,12,24,0,2,18,12,12,18,8,10,3,3,1,0
chr7:57963651-57963660,45,4,4,15,14,4,28,11,11,25,0,0,17,13,13,17,7,9,3,2,3,2
chr7:57986651-57986660,30,10,16,10,23,15,24,11,20,12,14,11,21,8,11,18,1,5,19,18,20,14
chr7:57992151-57992160,38,7,6,17,50,12,34,19,17,17,13,6,44,23,36,35,17,12,7,5,5,1
chr7:57992201-57992210,47,8,4,19,50,15,34,19,16,22,11,3,48,22,36,33,21,13,4,4,4,1
chr7:57992851-57992860,68,9,6,23,46,10,39,24,29,26,6,3,61,32,39,34,32,17,4,7,5,1
chr7:57992901-57992910,55,8,6,23,44,10,37,20,28,20,6,1,55,25,37,31,24,12,4,7,7,2
chr7:57995001-57995010,78,5,3,32,45,9,45,29,18,23,10,4,32,30,27,41,13,9,5,11,8,3
chr7:57995351-57995360,60,5,6,26,50,13,46,31,18,21,8,3,52,28,50,53,11,10,1,7,7,2
chr7:57995401-57995410,55,6,8,25,55,13,49,33,19,20,6,2,59,28,52,52,11,10,2,7,11,3
chr7:57996901-57996910,56,7,2,30,21,11,23,11,20,20,5,7,24,27,19,28,26,9,7,3,6,4
chr7:57997251-57997260,54,4,3,30,20,11,31,17,18,13,7,6,25,21,23,27,23,13,6,5,7,2
chr7:57997301-57997310,59,4,4,39,24,14,32,18,23,19,6,6,28,24,25,26,30,18,6,6,7,1
chr7:57997351-57997360,47,5,4,32,24,13,32,17,18,18,6,6,28,19,24,23,27,19,5,5,7,1
chr7:58021551-58021560,24,2,3,9,18,4,27,15,6,7,1,2,30,9,17,20,7,8,3,6,3,1
chr7:61079701-61079710,139,47,48,67,57,42,55,35,100,76,37,38,64,56,28,71,37,35,44,45,48,33
chr7:61083501-61083510,128,11,6,59,52,38,67,36,63,44,11,6,70,61,54,59,25,27,3,7,7,6
chr7:61083551-61083560,127,18,10,57,59,37,63,39,65,45,14,10,76,65,51,56,24,29,9,11,15,9
chr7:61083601-61083610,114,19,9,55,57,30,50,32,63,44,13,9,71,56,41,48,17,26,12,11,16,9
chr7:61083651-61083660,114,17,9,56,54,34,51,34,64,43,13,9,79,56,45,55,16,24,10,8,13,5
chr7:61083701-61083710,118,22,11,53,63,35,62,43,66,42,15,9,87,57,60,70,18,25,11,7,15,6
chr7:61083751-61083760,141,19,14,57,61,40,74,52,78,53,18,12,82,62,69,77,19,31,14,8,11,8
chr7:61083801-61083810,170,19,16,68,60,45,77,51,88,70,21,12,81,72,74,80,27,37,14,12,14,8
chr7:61083851-61083860,164,17,17,67,60,43,76,51,88,69,21,13,78,70,72,81,27,35,16,15,14,8
chr7:61085251-61085260,108,8,12,28,68,18,119,61,37,35,11,5,93,22,70,102,18,14,14,15,8,5
chr7:61085301-61085310,120,11,16,28,72,26,128,64,48,52,14,8,105,28,76,118,24,20,22,16,13,4
chr7:61085351-61085360,47,8,9,14,44,15,90,40,23,25,4,2,68,9,54,80,14,9,12,7,6,3
chr7:61088301-61088310,39,4,2,18,24,4,24,15,15,14,3,5,34,14,16,24,4,11,3,1,7,3
chr7:61155251-61155260,12,7,6,1,0,0,1,0,3,3,9,9,1,5,0,1,0,2,7,10,8,8
chr7:61155301-61155310,12,7,6,1,0,0,1,0,3,3,9,9,1,5,0,1,0,2,7,10,8,8
chr7:61155351-61155360,12,7,6,1,0,0,1,1,3,3,9,9,1,5,0,1,0,2,7,10,8,8
chr7:61155401-61155410,12,7,6,1,0,0,1,1,3,3,9,9,1,5,0,1,0,2,7,10,8,8
chr7:61155451-61155460,12,7,6,1,0,0,1,1,3,3,9,9,1,5,0,1,0,1,7,9,8,8
chr7:61264501-61264510,46,29,30,18,20,16,19,10,34,16,30,21,30,12,19,23,7,6,21,24,32,20
chr7:61391251-61391260,16,18,11,14,9,10,9,7,19,10,17,11,12,2,6,17,3,6,9,13,22,7
chr7:61629751-61629760,49,33,30,19,13,14,18,12,32,23,26,13,29,14,24,34,9,7,16,23,37,32
chr7:61739701-61739710,21,10,14,14,36,8,26,18,15,14,10,15,14,13,15,19,8,11,6,11,7,6
chr7:61794551-61794560,53,40,21,44,12,22,21,6,50,38,23,17,18,27,14,20,16,22,15,26,32,15
chr7:61794601-61794610,94,99,54,61,29,31,48,20,79,64,60,57,40,41,42,48,23,33,39,55,71,39
chr7:61969051-61969060,580,121,92,198,300,99,290,209,211,262,112,79,348,303,249,302,114,118,142,87,129,80
chr7:61969301-61969310,627,276,196,247,276,107,210,148,224,271,236,161,285,315,210,226,118,128,252,166,235,168
chr7:61969351-61969360,795,492,395,293,344,154,282,194,317,308,470,299,383,397,280,341,146,152,414,313,458,323
chr7:61969401-61969410,552,170,128,219,245,85,170,117,173,217,194,90,254,270,166,187,95,101,174,113,144,119
chr7:61974901-61974910,51,29,18,20,16,16,20,12,22,14,28,15,28,26,19,21,13,12,19,21,28,18
chr7:61980551-61980560,39,8,9,17,12,8,19,15,9,18,11,8,24,9,8,20,5,9,2,8,7,3
chr7:61982051-61982060,8,1,3,2,50,0,47,35,2,3,6,5,62,2,55,42,1,1,2,3,5,1
chr7:61982101-61982110,15,1,3,3,54,0,54,39,3,4,5,4,68,7,63,47,0,0,3,3,4,1
chr7:61982151-61982160,16,5,4,3,56,0,55,40,3,3,7,4,66,10,62,47,1,0,4,5,5,3
chr7:61982201-61982210,14,5,2,3,55,0,55,39,3,2,6,5,68,8,62,46,1,0,5,4,4,1
chr7:61990651-61990660,35,14,12,12,11,14,18,12,12,12,13,14,18,12,10,18,6,7,15,11,16,9
chr7:62017101-62017110,19,17,22,11,16,14,28,16,25,7,42,11,23,9,34,23,5,6,15,28,30,15
chr7:62112801-62112810,21,12,8,8,4,7,13,7,29,14,9,8,15,3,14,17,4,9,11,12,17,7
chr7:63767701-63767710,77,76,49,36,193,54,204,161,18,55,239,63,52,60,103,236,21,46,54,57,81,42
chr7:63767751-63767760,93,90,66,41,203,58,239,199,29,82,278,67,63,82,131,293,27,48,68,70,105,46
chr7:63767801-63767810,89,84,59,35,209,53,208,186,34,81,230,66,49,74,121,284,28,47,71,72,114,50
chr7:63767851-63767860,75,76,50,34,191,51,188,169,27,65,190,65,44,57,116,265,21,42,58,60,76,43
chr7:63774301-63774310,78,53,51,22,128,39,133,99,25,45,158,62,58,66,87,187,16,31,51,52,79,34
chr7:63774351-63774360,70,31,54,25,124,32,125,82,31,36,133,49,54,67,87,172,12,32,45,40,70,33
chr7:64023551-64023560,62,48,38,25,83,29,97,84,26,23,113,53,30,46,81,115,11,18,33,37,61,22
chr7:64126401-64126410,62,39,45,29,106,29,113,74,16,35,114,43,44,36,69,143,16,43,33,45,62,29
chr7:64126451-64126460,47,34,30,24,99,26,87,67,14,42,94,34,31,33,52,133,14,37,26,37,48,25
chr7:64254701-64254710,52,50,27,23,116,39,116,96,20,38,139,42,33,46,74,149,12,35,40,34,61,34
chr7:64254751-64254760,61,55,34,30,137,42,137,119,25,47,142,49,45,55,98,156,19,32,46,48,72,27
chr7:64254801-64254810,58,41,29,24,121,38,117,102,27,42,121,36,39,45,86,135,17,29,36,25,56,22
chr7:64363551-64363560,46,49,42,12,77,30,77,65,15,28,123,42,29,29,56,114,16,23,35,36,48,10
chr7:64467101-64467110,69,64,58,25,143,40,146,105,22,56,155,58,46,62,102,195,16,32,52,32,88,34
chr7:64467151-64467160,57,46,48,20,112,39,131,88,17,47,133,51,38,47,75,164,14,35,43,37,66,28
chr7:64467201-64467210,53,51,39,19,115,45,126,101,20,40,118,51,46,45,81,162,16,35,37,43,64,28
chr7:64541651-64541660,54,38,42,22,99,32,99,89,23,44,114,40,51,43,69,142,18,43,44,40,69,34
chr7:64541701-64541710,49,48,46,18,92,32,106,84,21,40,120,37,52,41,61,152,20,44,44,50,70,37
chr7:64541751-64541760,54,47,44,17,83,32,89,63,18,36,101,38,47,43,59,145,20,38,52,50,69,27
chr7:64838651-64838660,55,47,42,20,94,35,109,76,23,36,106,36,31,46,67,155,19,27,42,39,59,28
chr7:64838701-64838710,68,53,62,24,119,37,111,94,28,38,147,41,42,49,87,164,25,48,51,52,86,36
chr7:64838801-64838810,69,37,39,12,105,34,119,85,29,47,85,28,43,45,65,146,18,30,40,24,57,19
chr7:65215951-65215960,56,39,27,19,89,32,101,83,18,25,84,41,34,41,42,141,16,32,45,36,59,26
chr7:65216001-65216010,61,38,26,17,100,37,112,79,20,37,98,37,39,49,56,163,15,32,38,34,63,22
chr7:65235751-65235760,80,37,29,18,98,32,96,71,16,27,88,40,52,49,72,157,18,26,31,38,61,36
chr7:65235801-65235810,86,46,41,20,115,42,108,86,17,32,118,52,50,55,82,153,16,38,41,50,79,39
chr7:65540701-65540710,49,31,28,21,91,32,87,61,23,38,80,33,47,46,64,132,16,38,31,37,68,25
chr7:65540751-65540760,56,42,39,27,93,37,94,75,23,49,92,39,43,50,71,145,21,41,36,50,85,32
chr7:65958651-65958660,71,43,53,27,120,35,112,85,27,44,122,40,55,57,88,166,18,54,32,53,67,36
chr7:66057351-66057360,35,16,23,13,60,26,59,48,11,34,46,19,31,28,34,92,9,17,14,16,45,17
chr7:66119401-66119410,67,38,39,27,90,42,90,75,17,31,103,39,44,42,51,134,16,45,50,47,75,38
chr7:66147001-66147010,60,38,29,13,86,38,86,83,14,39,105,32,45,28,53,135,17,38,37,27,67,19
chr7:66147051-66147060,53,39,23,17,88,39,91,71,16,36,101,21,40,27,51,131,18,39,43,37,63,23
chr7:66205551-66205560,73,59,39,20,98,60,109,79,21,36,112,31,49,35,72,154,22,44,51,50,97,40
chr7:66309901-66309910,76,76,47,22,109,42,120,107,26,47,130,38,62,48,85,166,29,44,48,46,88,47
chr7:66309951-66309960,93,75,47,27,97,52,99,106,21,58,144,41,50,42,73,159,32,43,52,55,105,42
chr7:66310001-66310010,93,66,50,27,103,55,109,111,21,63,148,41,43,48,77,161,30,47,58,55,96,46
chr7:66461751-66461760,73,75,43,39,111,51,117,93,20,55,161,62,50,72,78,159,23,43,81,79,104,35
chr7:66461801-66461810,67,64,37,25,106,49,110,85,33,45,144,59,52,60,60,150,25,39,64,58,96,44
chr7:66767601-66767610,68,53,33,18,69,41,59,51,13,38,83,33,35,46,52,97,10,30,37,38,62,19
chr7:66767651-66767660,74,54,42,24,89,41,76,56,20,46,94,34,39,57,62,122,15,40,39,37,63,19
chr7:66767701-66767710,63,39,31,23,82,32,70,61,19,41,70,25,39,53,58,110,17,27,26,24,51,15
chr7:67113151-67113160,15,17,18,8,21,10,29,11,15,15,22,15,28,11,18,12,8,6,18,21,15,11
chr7:72298801-72298810,71,83,51,23,112,41,101,69,23,43,119,65,53,31,85,119,24,61,54,61,81,32
chr7:72349901-72349910,20,18,10,7,29,16,29,24,5,13,29,10,20,17,25,39,5,18,20,18,15,8
chr7:72476251-72476260,50,23,13,15,45,23,50,32,15,18,29,12,23,28,29,58,11,20,13,13,18,17
chr7:72476401-72476410,50,24,11,14,46,20,49,39,15,17,24,13,26,28,23,57,13,24,14,16,16,17
chr7:72568951-72568960,42,41,27,17,43,31,38,40,12,20,76,26,26,22,25,51,9,17,33,32,30,12
chr7:73082101-73082110,55,42,30,17,60,18,48,43,17,20,75,23,27,22,25,64,17,25,31,59,55,28
chr7:73482351-73482360,21,26,19,7,30,16,26,18,6,15,39,9,20,25,25,28,8,16,19,18,29,10
chr7:73668801-73668810,55,37,40,12,50,29,36,30,10,26,84,19,40,31,47,56,17,31,23,40,51,15
chr7:74306551-74306560,26,16,8,10,49,13,44,36,12,12,32,12,27,18,25,46,6,15,16,15,22,4
chr7:74306651-74306660,30,16,10,12,49,14,45,34,12,11,30,12,31,19,30,55,6,16,16,18,24,6
chr7:74306701-74306710,25,14,8,12,41,14,46,33,9,12,32,10,30,20,25,44,6,16,16,15,23,8
chr7:74489651-74489660,47,31,15,16,31,15,37,32,6,14,55,25,23,25,31,46,9,27,33,28,38,10
chr7:74489701-74489710,40,28,19,12,33,16,31,29,6,14,50,26,23,27,35,41,13,25,34,25,46,11
chr7:74508851-74508860,119,107,34,16,106,67,90,54,20,33,148,49,39,52,57,72,28,69,62,60,89,39
chr7:74653451-74653460,48,37,9,18,44,24,50,39,12,21,48,17,13,21,21,39,11,17,24,24,27,10
chr7:74653501-74653510,55,34,19,19,53,26,60,48,14,21,65,19,16,27,32,45,11,18,23,29,30,15
chr7:74867601-74867610,38,48,20,13,57,25,77,53,11,39,62,24,34,17,39,76,17,35,23,31,43,20
chr7:74867651-74867660,45,46,17,20,55,28,81,62,14,39,71,25,38,20,34,67,15,33,28,30,38,22
chr7:74867701-74867710,44,50,22,26,60,29,79,67,16,43,82,26,41,29,41,78,14,29,30,30,43,23
chr7:75039601-75039610,48,34,22,13,51,21,36,30,12,26,56,21,28,32,32,48,13,16,27,27,48,13
chr7:75039651-75039660,38,30,17,16,46,17,39,31,9,30,63,20,27,31,34,36,9,15,29,24,50,19
chr7:75057151-75057160,34,20,10,12,25,8,36,32,10,16,50,16,12,10,31,41,4,12,17,13,19,9
chr7:75072001-75072010,51,34,19,13,68,27,54,46,15,22,68,21,21,26,40,59,10,13,30,26,41,18
chr7:75157451-75157460,54,33,15,12,35,18,47,38,15,24,51,10,38,25,29,49,12,22,21,18,40,10
chr7:75157501-75157510,47,35,14,11,37,17,51,37,11,32,58,9,29,23,32,61,12,26,29,32,39,14
chr7:75157551-75157560,42,39,17,10,39,17,38,39,8,33,59,18,24,20,47,65,11,16,33,38,28,13
chr7:75508301-75508310,38,51,36,15,56,27,58,38,15,20,93,29,28,32,38,55,22,25,34,37,60,26
chr7:75508351-75508360,39,31,26,10,62,22,66,33,16,19,85,35,33,34,35,56,18,29,32,34,56,19
chr7:75624001-75624010,63,54,26,9,60,33,58,37,18,30,71,33,40,49,44,75,14,36,52,34,62,25
chr7:75943751-75943760,38,41,25,12,47,26,40,29,21,19,83,43,27,31,31,57,11,17,37,38,55,20
chr7:75947501-75947510,70,65,39,22,101,43,113,80,20,40,117,51,44,53,60,144,24,28,32,53,72,33
chr7:76009351-76009360,45,26,31,12,48,33,51,40,20,20,51,26,28,29,35,58,22,36,42,45,50,19
chr7:76009401-76009410,50,28,28,8,57,39,57,47,19,21,44,30,29,24,38,62,21,37,40,36,54,30
chr7:76090951-76090960,52,40,33,19,97,38,105,97,23,39,121,24,40,33,47,119,20,23,40,41,60,17
chr7:76091001-76091010,63,45,30,27,109,39,114,105,23,34,109,25,44,37,47,132,23,24,33,40,54,17
chr7:76091051-76091060,62,43,25,29,113,44,120,112,28,29,95,21,49,37,42,133,24,26,39,33,46,20
chr7:76091101-76091110,60,36,27,25,111,44,117,109,29,30,70,15,44,33,48,132,25,25,27,27,36,13
chr7:76091151-76091160,66,37,30,26,116,40,120,106,28,33,73,15,48,33,46,131,25,23,26,27,35,14
chr7:76091201-76091210,66,40,34,27,126,42,133,107,30,32,84,15,48,34,43,133,28,25,35,35,44,18
chr7:76178551-76178560,27,22,13,8,36,13,43,43,13,21,45,12,23,21,22,80,7,19,20,18,22,8
chr7:76178601-76178610,35,25,10,7,46,19,57,56,9,14,55,13,25,19,29,84,6,12,24,24,35,9
chr7:76178651-76178660,37,27,8,7,46,25,71,54,11,16,58,17,26,21,34,87,7,21,24,26,35,9
chr7:76235501-76235510,17,13,11,9,25,2,37,37,12,19,34,11,16,15,19,32,6,12,15,14,15,7
chr7:76256601-76256610,51,33,13,19,62,17,68,80,12,26,80,37,23,33,37,82,10,21,29,26,40,13
chr7:76589051-76589060,37,35,25,19,65,21,69,69,15,34,88,24,37,23,48,112,10,19,21,34,56,23
chr7:76589101-76589110,32,35,26,24,63,31,79,67,12,32,84,26,31,32,43,94,11,19,24,37,55,19
chr7:76751701-76751710,69,74,37,40,168,51,129,159,34,45,162,60,71,64,84,209,36,51,79,64,89,48
chr7:76751751-76751760,75,75,37,32,165,55,140,151,32,45,184,60,61,63,91,206,31,46,73,65,97,38
chr7:76751801-76751810,60,75,41,27,174,46,128,143,25,46,154,67,45,63,83,213,27,45,86,62,79,41
chr7:76876701-76876710,13,9,6,7,23,10,22,22,5,2,33,14,10,4,14,24,7,11,8,11,20,6
chr7:76981001-76981010,15,31,15,8,34,10,33,28,6,13,53,23,11,18,25,57,4,11,14,17,25,8
chr7:77137751-77137760,8,7,8,5,9,1,6,6,1,5,14,10,6,9,3,12,4,7,5,8,8,4
chr7:77325651-77325660,94,82,49,35,194,62,209,166,32,58,209,75,63,75,112,276,32,67,63,74,124,54
chr7:77325701-77325710,112,96,63,39,200,79,212,169,30,65,216,86,78,66,127,309,28,68,56,77,114,58
chr7:77427801-77427810,125,97,64,57,250,54,241,214,43,81,214,80,83,78,134,371,37,62,83,67,112,49
chr7:77427951-77427960,108,82,43,48,225,59,232,194,30,73,209,89,71,85,127,357,37,68,78,76,111,56
chr7:79544901-79544910,5,9,4,2,19,0,44,18,4,6,22,6,11,2,9,14,0,4,3,4,7,4
chr7:80963101-80963110,25,14,11,6,23,7,23,10,7,12,16,11,19,8,17,23,5,3,17,23,16,14
chr7:82307051-82307060,14,20,11,8,69,18,49,33,4,17,57,20,11,15,37,53,0,4,13,15,19,7
chr7:86608251-86608260,27,26,15,10,105,21,108,101,10,19,86,32,23,22,59,165,7,5,16,15,30,16
chr7:86608301-86608310,30,24,14,10,108,23,106,107,13,16,91,41,23,20,60,146,9,7,17,17,33,16
chr7:86941751-86941760,17,26,12,9,30,10,23,36,4,16,47,17,23,4,13,34,5,8,10,11,26,11
chr7:86974801-86974810,102,68,49,56,247,66,231,209,49,65,166,68,83,85,119,352,28,45,63,65,93,44
chr7:86974851-86974860,112,96,57,54,259,76,236,231,44,73,207,87,78,107,148,383,29,52,85,69,122,55
chr7:86974901-86974910,129,92,61,48,258,84,252,214,41,71,221,85,84,91,153,352,30,62,88,94,135,67
chr7:87505751-87505760,167,128,94,52,268,87,307,225,58,94,323,125,86,129,177,429,45,82,86,85,132,57
chr7:87505801-87505810,143,116,81,44,247,73,294,208,44,96,264,106,76,114,152,394,39,62,73,83,122,52
chr7:87505851-87505860,136,104,79,41,249,69,287,231,50,99,234,102,83,112,161,405,39,61,72,77,111,53
chr7:87563551-87563560,50,50,26,25,138,31,139,134,14,49,113,35,44,60,95,219,17,28,31,35,61,35
chr7:87849301-87849310,99,98,54,45,221,73,229,186,38,82,242,68,67,104,150,318,24,50,82,68,114,60
chr7:87849351-87849360,106,108,71,57,209,69,222,204,29,94,265,81,58,106,164,336,32,49,86,56,127,56
chr7:87849401-87849410,105,120,68,54,200,75,235,199,39,83,261,89,73,122,172,330,39,60,70,61,133,55
chr7:89783751-89783760,40,22,13,16,80,20,65,57,9,23,70,23,28,28,48,94,10,16,27,23,32,21
chr7:89874501-89874510,43,24,21,24,99,21,94,80,11,33,85,32,39,33,53,130,10,17,30,29,48,22
chr7:89975901-89975910,89,77,70,35,228,76,195,186,33,73,202,69,69,104,128,287,33,54,65,50,96,39
chr7:89975951-89975960,101,88,78,39,219,72,203,190,36,67,193,79,70,108,125,288,35,58,73,66,104,49
chr7:89976001-89976010,96,108,70,40,227,71,206,177,41,69,208,80,68,107,131,288,31,51,69,62,107,58
chr7:89976051-89976060,75,78,46,26,184,56,199,158,31,45,171,58,56,77,113,231,24,38,44,39,74,36
chr7:90033201-90033210,54,30,22,16,94,25,94,71,11,35,114,38,28,33,46,159,9,24,34,34,37,30
chr7:90033251-90033260,43,31,24,19,90,24,85,74,16,35,94,40,23,31,53,136,10,22,33,26,48,31
chr7:91510051-91510060,56,44,37,13,128,39,105,106,23,52,117,51,42,32,71,150,10,32,39,33,41,27
chr7:91510101-91510110,50,44,48,16,117,37,105,105,26,52,118,47,41,39,72,140,10,27,40,21,61,23
chr7:91510151-91510160,42,31,39,17,120,38,96,95,16,44,75,26,39,36,60,138,13,24,30,21,42,17
chr7:91570151-91570160,71,56,37,25,186,49,161,129,20,59,145,43,51,62,73,230,27,47,54,48,67,30
chr7:91597001-91597010,11,10,21,2,13,4,19,11,5,2,38,20,8,7,12,11,5,2,48,51,38,41
chr7:91597051-91597060,11,12,21,4,16,4,21,12,5,2,40,20,8,7,11,14,6,3,46,48,40,43
chr7:91808351-91808360,36,35,29,23,96,27,83,71,19,26,94,38,31,33,49,115,17,20,24,32,42,31
chr7:91808401-91808410,32,28,19,14,100,29,79,69,17,18,60,29,32,25,55,120,9,16,24,23,35,24
chr7:92054051-92054060,24,21,23,5,67,26,53,62,16,19,57,16,18,19,31,77,5,11,18,20,46,24
chr7:92157901-92157910,127,104,93,54,241,95,226,235,54,90,329,101,70,136,156,351,44,82,105,102,159,67
chr7:92157951-92157960,145,119,92,58,286,101,245,245,60,92,330,111,86,150,167,377,51,83,100,106,174,62
chr7:92158001-92158010,135,102,80,49,255,102,219,230,67,97,310,108,82,128,154,362,50,82,97,93,175,68
chr7:92219651-92219660,70,69,31,27,173,45,160,171,31,49,184,39,57,71,115,211,23,50,47,44,69,35
chr7:92219701-92219710,76,86,43,28,158,44,155,169,31,52,208,56,58,74,112,215,34,48,42,57,95,43
chr7:92250501-92250510,18,12,17,5,40,9,43,37,7,9,44,15,22,21,27,43,9,11,17,19,28,7
chr7:92314651-92314660,13,9,8,5,41,6,48,41,7,5,47,12,16,9,22,50,3,6,8,4,10,9
chr7:92533801-92533810,19,13,8,5,46,5,25,26,9,9,39,17,15,9,20,32,5,12,5,10,9,11
chr7:92747351-92747360,43,37,37,17,123,20,112,104,9,29,124,37,33,30,52,148,11,33,32,40,57,21
chr7:92747401-92747410,37,21,24,17,98,15,79,89,15,22,100,30,36,22,42,125,6,23,16,28,36,18
chr7:92857751-92857760,11,18,14,4,45,12,47,38,8,9,37,13,22,12,15,49,9,6,10,10,22,8
chr7:92861551-92861560,108,69,56,33,291,48,248,300,29,82,267,69,67,105,175,404,36,52,69,78,121,48
chr7:92861601-92861610,111,95,61,43,270,66,237,259,37,81,269,80,68,106,176,392,35,64,87,81,131,62
chr7:92861651-92861660,114,98,54,49,280,74,255,241,42,74,284,82,79,114,185,410,26,60,102,98,121,60
chr7:93633651-93633660,69,54,43,29,120,50,123,125,24,41,149,46,50,54,84,180,28,30,37,46,71,33
chr7:93633701-93633710,73,65,63,41,130,42,116,131,19,50,170,52,40,59,99,191,27,33,49,47,79,40
chr7:93633751-93633760,55,52,47,24,123,40,106,119,20,35,139,44,36,40,103,176,19,32,46,45,69,31
chr7:95915101-95915110,25,15,7,14,58,9,62,66,6,23,80,14,14,21,34,71,4,4,17,14,24,14
chr7:96746901-96746910,77,68,50,31,124,63,114,95,24,56,155,52,47,46,81,167,29,32,54,43,81,37
chr7:96746951-96746960,73,62,40,26,130,52,107,108,22,54,158,47,37,53,84,177,25,33,55,45,97,39
chr7:97501801-97501810,41,45,21,16,63,27,72,79,15,35,56,31,33,27,46,123,15,27,23,38,37,19
